Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
P20485	P25293	CKI1	NAP1	L3130|L9606.8		S000004123	S000001756	20489023:0004:LC|20489023:0007:LC
P20486	P20486	CKS1	CKS1	YBR1011	YBR1011	S000000339	S000000339	21704044:0096:LC|11805826:0007:LC|10997903:0114:LC|24186063:0114:LC|21704044:0114:LC
P20486	P24868	CKS1	CLB1	YBR1011	G5967	S000000339	S000003340	20489023:0004:LC|20489023:0007:LC
P20486	P24869	CKS1	CLB2	YBR1011	P9642.6	S000000339	S000006323	11805837:0004:LC|11805837:0007:LC
P20486	P24870	CKS1	CLB3	YBR1011	D1539	S000000339	S000002314	11805837:0004:LC|11805826:0007:LC|11805826:0004:LC|20489023:0004:LC|20489023:0007:LC|11805826:0676:LC|11805837:0007:LC
P20486	P24871	CKS1	CLB4	YBR1011	L8167.3	S000000339	S000004200	20489023:0004:LC|20489023:0676:LC|20489023:0007:LC
P20486	P30283	CKS1	CLB5	YBR1011	P9642.8	S000000339	S000006324	11805837:0004:LC|20489023:0007:LC|20489023:0004:LC|11805837:0007:LC
P20486	P38634	CKS1	SIC1	YBR1011	L9449.8	S000000339	S000004069	21993622:0415:LC|11805826:0004:LC|11805826:0676:LC|21993622:0096:LC|11805826:0007:LC
P20486	P39547	CKS1	UIP3	YBR1011	FUN55	S000000339	S000000075	10655498:0018:LC
P20604	P20604	SIT4	SIT4	D2693	D2693	S000002205	S000002205	14759368:0004:LC|11805826:0007:LC|14759368:0007:LC
P20604	P36123	SIT4	SAP190	D2693		S000002205	S000001736	14759368:0007:LC|8649382:0019:LC|20489023:0007:LC|11805837:0004:LC|19749176:0007:LC|8649382:0004:LC|11805826:0004:LC|20489023:0004:LC|14759368:0004:LC|11805837:0007:LC|19749176:0004:LC|11805826:0676:LC|11805826:0007:LC
P20604	P39076	SIT4	CCT2	D2693		S000002205	S000001404	11805826:0676:LC|20489023:0007:LC|11805826:0004:LC|20489023:0004:LC|11805826:0007:LC
P20604	P39079	SIT4	CCT6	D2693	YD9395.21	S000002205	S000002596	11805837:0004:LC|20489023:0007:LC|20489023:0004:LC|11805837:0007:LC
P20604	P40454	SIT4	RRD1	D2693		S000002205	S000001415	15447631:0018:LC|15447631:0019:LC|15150670:0007:LC|15150670:0004:LC|15447631:0096:LC|15447631:0004:LC
P20604	P40856	SIT4	SAP185	D2693	J0840	S000002205	S000003634	14759368:0007:LC|8649382:0019:LC|20489023:0007:LC|11805837:0004:LC|19749176:0007:LC|8649382:0004:LC|11805826:0004:LC|20489023:0004:LC|14759368:0004:LC|11805837:0007:LC|19749176:0004:LC|11805826:0676:LC|11805826:0007:LC
P20604	P43612	SIT4	SAP155	D2693		S000002205	S000001936	14759368:0007:LC|8649382:0019:LC|14759368:0004:LC|20489023:0007:LC|11805837:0004:LC|19749176:0007:LC|8649382:0004:LC|11805826:0004:LC|11805837:0007:LC|19749176:0004:LC|11805826:0676:LC|20489023:0004:LC|11805826:0007:LC
P20604	Q00955	SIT4	ACC1	D2693	N3175	S000002205	S000005299	11805837:0004:LC|11805826:0676:LC|11805837:0007:LC|11805826:0004:LC|11805826:0007:LC
P20604	Q04372	SIT4	TAP42	D2693	YM9711.18|YM9973.01C	S000002205	S000004630	11805837:0004:LC|8756348:0019:LC|20489023:0004:LC|23267104:0946:LC|19749176:0004:LC|15447631:0096:LC|19749176:0007:LC|16874307:0401:LC|15447631:0019:LC|11805837:0007:LC|16874307:0006:LC|20489023:0007:LC|15447631:0004:LC
P20604	Q06706	SIT4	IKI3	D2693	L3502.7	S000002205	S000004376	14718557:0004:LC|14718557:0401:LC
P20606	P38968	SAR1	SEC31		D1229	S000006139	S000002354	17981133:0114:LC
P20676	P32337	NUP1	PSE1	YOR3182C	YM9952.10C	S000005624	S000004925	10678175:0004:LC|9368759:0018:LC|10678175:0055:LC
P20676	P32767	NUP1	KAP122	YOR3182C		S000005624	S000002984	10525531:0049:LC|99456906:0019:LC|10525531:0004:LC
P20676	Q02821	NUP1	SRP1	YOR3182C	N1606	S000005624	S000005133	8045927:0019:LC|8045927:0004:LC|94321421:0019:LC|11805837:0004:LC|11425876:0019:LC|11805837:0007:LC
P20676	Q06142	NUP1	KAP95	YOR3182C	L8300.15	S000005624	S000004339	9412461:0047:LC|15878174:0004:LC|20826343:0114:LC|15878174:0114:LC|9368759:0018:LC|11425876:0019:LC|9412460:0004:LC|9412461:0004:LC|9412460:0047:LC
P20676	Q99189	NUP1	MTR10	YOR3182C		S000005624	S000005686	9412460:0004:LC|9368759:0018:LC|9368759:0004:LC|9412460:0018:LC
P20795	P27801	VPS33	PEP3	L8084.15	L9634.2	S000004388	S000004138	25324549:0401:LC|11805826:0007:LC|25324549:0004:LC|21325627:0018:LC|11805826:0004:LC|20453860:0007:LC|9362071:0019:LC|10944212:0004:LC|11805826:0676:LC|9362071:0004:LC|9362071:0030:LC|20453860:0004:LC|15889152:0401:LC|10944212:0029:LC|10944212:0006:LC
P20795	P32912	VPS33	VAM7	L8084.15		S000004388	S000003180	22272185:0007:LC|15889152:0004:LC|15889152:0401:LC
P20795	P38959	VPS33	VPS41	L8084.15	D446|YD8554.13	S000004388	S000002487	11805826:0676:LC|10944212:0004:LC|11805826:0004:LC|15889152:0401:LC|11805826:0007:LC|10944212:0006:LC
P20795	P39702	VPS33	VPS8	L8084.15	FUN15	S000004388	S000000002	21325627:0018:LC|11805826:0004:LC|11805826:0676:LC|11805826:0007:LC
P20795	Q03308	VPS33	VPS16	L8084.15		S000004388	S000005966	21325627:0018:LC|9362071:0019:LC|10944212:0004:LC|15889152:0401:LC|10944212:0006:LC|21325627:0096:LC
P20795	Q07468	VPS33	VAM6	L8084.15		S000004388	S000002235	21325627:0018:LC|20453860:0007:LC|10944212:0004:LC|20453860:0004:LC|15889152:0401:LC|10944212:0006:LC
P20795	Q12241	VPS33	VAM3	L8084.15	YOR3220W	S000004388	S000005632	20453860:0007:LC|15889152:0004:LC|11030345:0096:LC|9245783:0019:LC|11030345:0019:LC|11030345:0004:LC|20453860:0004:LC|15889152:0401:LC
P20967	P20967	KGD1	KGD1			S000001387	S000001387	2072900:0029:LC|11805826:0007:LC
P21147	P21147	OLE1	OLE1			S000003023	S000003023	20406812:0004:LC|20406812:0090:LC
P21190	P38615	IME1	RIM11	J1916	YM9375.08	S000003854	S000004747	7969131:0415:LC|9372955:0018:LC|8628320:0018:LC|10545448:0018:LC|10545448:0004:LC
P21190	P39001	IME1	UME6	J1916	YD8142.04C	S000003854	S000002615	9889189:0018:LC|9111339:0018:LC|10891485:0018:LC|8628320:0018:LC|10545448:0018:LC|9372955:0018:LC|20541107:0018:LC|15282298:0018:LC
P21192	P30822	ACE2	CRM1	L3123|L9606.10	G8514	S000004121	S000003450	11027275:0096:LC|18076379:0018:LC|11027275:0018:LC
P21192	P53894	ACE2	CBK1	L3123|L9606.10	N1727	S000004121	S000005105	20489023:0004:LC|18715118:0424:LC|25966461:0096:LC|20489023:0007:LC|18292088:0018:LC|18715118:0415:LC|25966461:0415:LC|10970846:0018:LC|23954433:0415:LC
P21242	P21243	PRE10	SCL1	O6650		S000005889	S000002979	11062564:0114:LC|15916965:0114:LC|25599643:0114:LC|11081519:0114:LC|11595789:0397:LC|11595789:0018:LC|11805826:0004:LC|22615397:0090:LC|9087403:0114:LC|18511945:0030:LC|16531229:0114:LC|11805826:0676:LC|16537370:0114:LC|11805826:0007:LC|11493007:0114:LC
P21242	P22141	PRE10	PRE1	O6650		S000005889	S000000814	11029046:0004:LC|11029046:0019:LC|15572408:0007:LC|15572408:0004:LC|11805837:0004:LC|11805837:0007:LC|17431397:0007:LC
P21242	P22204	PRE10	DBF2	O6650		S000005889	S000003324	16242037:0415:LC|16319894:0415:LC
P21242	P23638	PRE10	PRE9	O6650		S000005889	S000003367	15687504:0018:LC|9087403:0114:LC|11493007:0114:LC
P21242	P23639	PRE10	PRE8	O6650		S000005889	S000004557	14759368:0007:LC|9087403:0114:LC|14759368:0004:LC
P21242	P30656	PRE10	PRE2	O6650	P8283.10	S000005889	S000006307	14759368:0007:LC|8628401:0401:LC|17892321:0007:LC|14759368:0004:LC
P21242	P30657	PRE10	PRE4	O6650		S000005889	S000001946	11062564:0114:LC|9087403:0114:LC|11081519:0114:LC|11493007:0114:LC
P21242	P32379	PRE10	PUP2	O6650	G9155	S000005889	S000003485	11595789:0018:LC|11595789:0397:LC
P21242	P32911	PRE10	SUI1	O6650	N0905	S000005889	S000005188	11595789:0018:LC|11595789:0397:LC
P21242	P38624	PRE10	PRE3	O6650	J1407	S000005889	S000003538	11062564:0114:LC|11081519:0114:LC|9087403:0114:LC|11493007:0114:LC
